field_1,field_2,field_3,field_4,field_5,id,n,distance,feature_x,feature_y,nearest_x,nearest_y
true,81860,0,12.281710000000000,44.592796000000000,,1,0.000000435735060,12.281710000000000,44.592796000000000,12.281709601980713,44.592796177329326
true,82107,0,12.284971000000001,44.594802999999999,,1,0.000000244998350,12.284971000000001,44.594802999999999,12.284971128375625,44.594802791328270
true,82346,0,12.383144000000000,44.630580999999999,,1,0.000048637583359,12.383144000000000,44.630580999999999,12.383160472887322,44.630535236930847
true,82347,0,12.373580000000000,44.627087000000003,,1,0.000000331950030,12.373580000000000,44.627087000000003,12.373580112426955,44.627086687668445
true,83270,0,12.469339000000000,44.663708000000000,,1,0.000302245519392,12.469339000000000,44.663708000000000,12.469215859609639,44.663984023184270
true,83271,0,12.484204000000000,44.669868000000001,,1,0.000732951945973,12.484204000000000,44.669868000000001,12.483905381880120,44.670537362214041
true,83278,0,12.453469999999999,44.656959999999998,,1,0.000000523259015,12.453469999999999,44.656959999999998,12.453470230000001,44.656959530000002
true,83279,0,12.335340000000000,44.611457999999999,,1,0.000102007581577,12.335340000000000,44.611457999999999,12.335303959617891,44.611553428704049
true,83590,0,12.342323000000000,44.614204000000001,,1,0.000000277564210,12.342323000000000,44.614204000000001,12.342322901933562,44.614204259662984
true,83769,0,12.302517000000000,44.600898999999998,,1,0.000059996789054,12.302517000000000,44.600898999999998,12.302495644743933,44.600955067528346
true,83960,0,12.297988999999999,44.599186000000003,,1,0.000049114149829,12.297988999999999,44.599186000000003,12.297971518310352,44.599231897606046
true,84129,0,12.349375000000000,44.617137999999997,,1,0.000025221274736,12.349375000000000,44.617137999999997,12.349384610542547,44.617114681548699
true,84639,0,12.293634000000001,44.597580000000001,,1,0.000000163248489,12.293634000000001,44.597580000000001,12.293634049833697,44.597579844543667
true,85058,0,12.356717000000000,44.620316000000003,,1,0.000165794458263,12.356717000000000,44.620316000000003,12.356780175819287,44.620162713933290
true,85249,0,12.551817000000000,44.702789000000003,,1,0.000000305199894,12.551817000000000,44.702789000000003,12.551816867124089,44.702789274756199
true,85251,0,12.570774999999999,44.712589000000001,,1,0.000000217190122,12.570774999999999,44.712589000000001,12.570774900265723,44.712589192936839
true,85394,0,12.426057000000000,44.643703000000002,,1,0.000000480832607,12.426057000000000,44.643703000000002,12.426056859999999,44.643703459999998
true,85482,0,12.403390999999999,44.637816999999998,,1,0.000000398184109,12.403390999999999,44.637816999999998,12.403390865140462,44.637817374651164
true,85784,0,12.289399000000000,44.596091999999999,,1,0.000124023628521,12.289399000000000,44.596091999999999,12.289361140195494,44.596210103749449
true,85807,0,12.321637000000001,44.606392000000000,,1,0.000000088980500,12.321637000000001,44.606392000000000,12.321636999396455,44.606391911021547
true,86237,0,12.515635000000000,44.686287000000000,,1,0.000896449794225,12.515635000000000,44.686287000000000,12.516025290386439,44.685479971098523
true,86410,0,12.328602000000000,44.608905999999998,,1,0.000108810586472,12.328602000000000,44.608905999999998,12.328563556042665,44.609007792955907
true,86897,0,12.393155000000000,44.634182000000003,,1,0.000046226629577,12.393155000000000,44.634182000000003,12.393170656330099,44.634138505395626
true,87174,0,12.364718000000000,44.623671999999999,,1,0.000219827083157,12.364718000000000,44.623671999999999,12.364801764899173,44.623468757809114
true,87245,0,12.307164999999999,44.602733999999998,,1,0.000000417681814,12.307164999999999,44.602733999999998,12.307165160991850,44.602733614591486
true,87331,0,12.438713999999999,44.648266000000000,,1,0.000000153082294,12.438713999999999,44.648266000000000,12.438714077705912,44.648265868106179
true,87341,0,12.499670000000000,44.677570000000003,,1,0.000000298279594,12.499670000000000,44.677570000000003,12.499669878475402,44.677570272401333
true,87394,0,12.311799000000001,44.604636999999997,,1,0.000029758028330,12.311799000000001,44.604636999999997,12.311787530024667,44.604664458694721
true,88178,0,12.413898000000000,44.641266000000002,,1,0.000000270076541,12.413898000000000,44.641266000000002,12.413898084217022,44.641265743389731
true,88222,0,12.316013999999999,44.606430000000003,,1,0.000000065641384,12.316013999999999,44.606430000000003,12.316014025300905,44.606429939430576
true,88420,0,12.586020000000000,44.722946000000000,,1,0.000000123491158,12.586020000000000,44.722946000000000,12.586020069394541,44.722945897850778
true,88770,0,12.280664000000000,44.590449999999997,,1,0.000000172401785,12.280664000000000,44.590449999999997,12.280664136747527,44.590449895011950
true,88778,0,12.279097999999999,44.588408999999999,,1,0.000000608276252,12.279097999999999,44.588408999999999,12.279097560000000,44.588409419999998
