field_1,field_2,field_3,field_4,field_5,id,n,distance,feature_x,feature_y,nearest_x,nearest_y
true,81707,0,12.560460000000001,44.073169999999998,,1,0.000947442814580,12.560460000000001,44.073169999999998,12.561401370000000,44.073062899999996
true,81713,0,12.561401000000000,44.073062999999998,,1,0.000000383275359,12.561401000000000,44.073062999999998,12.561401370000000,44.073062899999996
true,81714,0,12.563454000000000,44.075321000000002,,1,0.000000385875626,12.563454000000000,44.075321000000002,12.563453669999999,44.075321199999998
true,82199,0,12.653238999999999,44.232365000000001,,1,0.000000422581432,12.653238999999999,44.232365000000001,12.653239305400396,44.232364707928667
true,82205,0,12.614462000000000,44.163601000000000,,1,0.000000043519980,12.614462000000000,44.163601000000000,12.614461962882578,44.163601022721920
true,82208,0,12.715002999999999,44.340499999999999,,1,0.000000067927990,12.715002999999999,44.340499999999999,12.715003059076531,44.340499966471278
true,82209,0,12.724843000000000,44.357838000000001,,1,0.000000205786140,12.724843000000000,44.357838000000001,12.724843169682314,44.357837883570419
true,82235,0,12.599894000000001,44.137191999999999,,1,0.000000098422998,12.599894000000001,44.137191999999999,12.599893937017320,44.137192075632456
true,82303,0,12.589624000000001,44.115890999999998,,1,0.000000579521919,12.589624000000001,44.115890999999998,12.589624520107135,44.115890744394392
true,82362,0,12.580351000000000,44.099437999999999,,1,0.000000107095081,12.580351000000000,44.099437999999999,12.580351079045265,44.099437927742109
true,82384,0,12.670673000000001,44.274585999999999,,1,0.000000464004310,12.670673000000001,44.274585999999999,12.670673369999999,44.274585719999997
true,82393,0,12.628560999999999,44.189632000000003,,1,0.000000139772477,12.628560999999999,44.189632000000003,12.628560870535130,44.189632052680103
true,83555,0,12.639213000000000,44.211052000000002,,1,0.000000210819888,12.639213000000000,44.211052000000002,12.639212861575549,44.211052159008482
true,83561,0,12.594336999999999,44.125481000000001,,1,0.000000565622250,12.594336999999999,44.125481000000001,12.594337511026632,44.125480757553490
true,83564,0,12.583774999999999,44.107081999999998,,1,0.000000457082288,12.583774999999999,44.107081999999998,12.583774544261045,44.107082035017477
true,83747,0,12.695342000000000,44.306609999999999,,1,0.000000013102777,12.695342000000000,44.306609999999999,12.695341989216308,44.306610007442757
true,83773,0,12.607514999999999,44.147830999999996,,1,0.000319263471740,12.607514999999999,44.147830999999996,12.607812855149652,44.147716058822809
true,84719,0,12.736786000000000,44.375163999999998,,1,0.000044777731705,12.736786000000000,44.375163999999998,12.736749078226737,44.375189334322869
true,84959,0,12.563618000000000,44.077002999999998,,1,0.000000335215157,12.563618000000000,44.077002999999998,12.563617666367231,44.077003032532701
true,84960,0,12.564259000000000,44.079762000000002,,1,0.000000223778414,12.564259000000000,44.079762000000002,12.564258790138211,44.079762077684030
true,84966,0,12.569058000000000,44.085388000000002,,1,0.000000099295291,12.569058000000000,44.085388000000002,12.569058058012107,44.085387919413712
true,86310,0,12.662551000000001,44.256335999999997,,1,0.000000054082761,12.662551000000001,44.256335999999997,12.662550946068995,44.256335995951304
true,86708,0,12.705379000000001,44.323292000000002,,1,0.000310561371575,12.705379000000001,44.323292000000002,12.705110371528503,44.323447843221913
true,86763,0,12.684381000000000,44.290730000000003,,1,0.000000667698119,12.684381000000000,44.290730000000003,12.684381549520953,44.290729620727674
true,86849,0,12.624796999999999,44.180382000000002,,1,0.000000033726304,12.624796999999999,44.180382000000002,12.624796968760863,44.180382012711419
true,86979,0,12.586785000000001,44.111739999999998,,1,0.000069047085250,12.586785000000001,44.111739999999998,12.586842517638305,44.111701800245214
true,87053,0,12.619578000000001,44.171959000000001,,1,0.000000348805893,12.619578000000001,44.171959000000001,12.619578297490383,44.171958817887337
true,87058,0,12.610728999999999,44.155273000000001,,1,0.000000046839103,12.610728999999999,44.155273000000001,12.610729043698290,44.155272983136989
true,87060,0,12.634250000000000,44.199047000000000,,1,0.000000320868444,12.634250000000000,44.199047000000000,12.634249703471992,44.199047122587515
true,87070,0,12.597203000000000,44.130867000000002,,1,0.000280161348524,12.597203000000000,44.130867000000002,12.596949880695602,44.130987087463744
true,87079,0,12.591913999999999,44.120429999999999,,1,0.000052656563668,12.591913999999999,44.120429999999999,12.591866741987184,44.120453224855694
true,87167,0,12.576770000000000,44.092941000000003,,1,0.000000327566783,12.576770000000000,44.092941000000003,12.576769830000000,44.092941279999998
true,87412,0,12.565353999999999,44.082721999999997,,1,0.000000454532725,12.565353999999999,44.082721999999997,12.565354350000000,44.082721710000001
true,87466,0,12.748685999999999,44.392586000000001,,1,0.000000296816441,12.748685999999999,44.392586000000001,12.748685840000000,44.392585750000002
true,87766,0,12.570978999999999,44.088706999999999,,1,0.000109784991025,12.570978999999999,44.088706999999999,12.571072407946083,44.088649313780998
true,87864,0,12.583447000000000,44.102825000000003,,1,0.000000231565814,12.583447000000000,44.102825000000003,12.583447170915235,44.102824843760736
true,87928,0,12.605578000000000,44.141925999999998,,1,0.000000414769849,12.605578000000000,44.141925999999998,12.605578265418822,44.141925681273037
true,87995,0,12.649680999999999,44.220165000000001,,1,0.000000129465580,12.649680999999999,44.220165000000001,12.649680914992830,44.220165097647929
true,88233,0,12.579865000000000,44.095734000000000,,1,0.000000502878272,12.579865000000000,44.095734000000000,12.579865498614840,44.095733934656309
true,88428,0,12.572785000000000,44.091422999999999,,1,0.000000307550536,12.572785000000000,44.091422999999999,12.572785261672051,44.091422838398422
true,88498,0,12.663542000000000,44.243136999999997,,1,0.000000400584957,12.663542000000000,44.243136999999997,12.663541710496499,44.243137276868254
